x samme_f1 samme_botf1 samme_topf1 adaf1_f1 adaf1_botf1 adaf1_topf1 pw_f1 pw_botf1 pw_topf1 dist_f1 dist_botf1 dist_topf1
1.0 0.6092715231788078 0.5528828266028926 0.6656602197547231 0.49403973509933774 0.4259211079702051 0.5621583622284704 0.5783664459161147 0.5450338435528885 0.611699048279341 0.5973509933774835 0.5728387344061965 0.6218632523487706
10.0 0.7139072847682119 0.6737877318387788 0.7540268376976449 0.5894039735099337 0.5400673363385717 0.6387406106812956 0.6666666666666666 0.6301926895323215 0.7031406438010117 0.614569536423841 0.5720614396400497 0.6570776332076324
20.0 0.7496688741721854 0.7087376499593048 0.7906000983850661 0.6503311258278146 0.5952407037269261 0.7054215479287032 0.6688741721854304 0.6036499483324761 0.7340983960383848 0.6278145695364239 0.5858255165982852 0.6698036224745626
30.0 0.743046357615894 0.7185340986446069 0.767558616587181 0.6688741721854305 0.6180056572988836 0.7197426870719775 0.6754966887417219 0.6237731809542606 0.7272201965291831 0.6211920529801325 0.5577747569807994 0.6846093489794656
40.0 0.7509933774834436 0.7110930587247891 0.7908936962420982 0.6807947019867548 0.6438033376323999 0.7177860663411098 0.6997792494481235 0.6462500854172972 0.7533084134789498 0.633112582781457 0.5773889166411585 0.6888362489217554
50.0 0.7350993377483445 0.69295390045908 0.7772447750376089 0.6900662251655629 0.6527796337476577 0.7273528165834682 0.6732891832229582 0.6282106449080307 0.7183677215378856 0.6437086092715232 0.5824011294779702 0.7050160890650762
60.0 0.7456953642384107 0.7140732810958588 0.7773174473809625 0.6913907284768211 0.6517661581413202 0.7310152988123221 0.6821192052980133 0.624385444456415 0.7398529661396116 0.6516556291390729 0.5989660283949243 0.7043452298832216
70.0 0.7682119205298014 0.7357683477777063 0.8006554932818964 0.6993377483443709 0.650090086244826 0.7485854104439158 0.6710816777041942 0.6117248138642438 0.7304385415441447 0.6357615894039734 0.5827814569536424 0.6887417218543045
80.0 0.7589403973509933 0.7266322889598662 0.7912485057421204 0.704635761589404 0.6726688254671598 0.7366026977116482 0.6887417218543046 0.6357615894039734 0.7417218543046358 0.6463576158940397 0.5942960423654741 0.6984191894226054
90.0 0.766887417218543 0.7262249498463345 0.8075498845907516 0.7006622516556292 0.6613711338432018 0.7399533694680567 0.6710816777041942 0.6179637553398853 0.7241996000685031 0.6516556291390728 0.5953447637894534 0.7079664944886922
100.0 0.7735099337748345 0.7245301666566872 0.8224897008929817 0.6940397350993378 0.6585613371232348 0.7295181330754408 0.6887417218543046 0.6123671351346305 0.7651163085739787 0.6503311258278145 0.5954400906354911 0.7052221610201379
110.0 0.7748344370860927 0.7200233597442157 0.8296455144279696 0.6900662251655629 0.6426793541192097 0.7374530962119161 0.6821192052980134 0.6104857362490599 0.7537526743469669 0.6503311258278146 0.5863972535833263 0.7142649980723029
120.0 0.7642384105960265 0.720660440062617 0.807816381129436 0.6768211920529801 0.6158724483981799 0.7377699357077803 0.684326710816777 0.6200052879278876 0.7486481337056664 0.6450331125827816 0.5790401421544208 0.7110260830111425
130.0 0.7629139072847682 0.7230685855457184 0.8027592290238179 0.6940397350993377 0.6416004426627042 0.7464790275359712 0.6644591611479028 0.6018655766942259 0.7270527456015797 0.6609271523178808 0.6110599984184988 0.7107943062172628
