x samme_f1 samme_botf1 samme_topf1 adaf1_f1 adaf1_botf1 adaf1_topf1 pw_f1 pw_botf1 pw_topf1 dist_f1 dist_botf1 dist_topf1
1 0.6092715231788081 0.5528828266028929 0.6656602197547232 0.4278145695364238 0.39987414157651785 0.4557549974963298 0.4278145695364238 0.39872068524968374 0.4569084538231639 0.5059602649006621 0.42907059457642377 0.5828499352249006
10 0.713907284768212 0.6737877318387789 0.754026837697645 0.5536423841059602 0.49811583095031897 0.6091689372616015 0.6132450331125827 0.5877677032295743 0.6387223629955912 0.5364238410596026 0.46077046583578896 0.6120772162834163
20 0.7496688741721854 0.7087376499593048 0.7906000983850661 0.6092715231788081 0.5575480153913468 0.6609950309662693 0.6582781456953641 0.6015791926013139 0.7149770987894144 0.543046357615894 0.46086308843714663 0.6252296267946414
30 0.7430463576158941 0.718534098644607 0.7675586165871812 0.6264900662251656 0.586589747466511 0.6663903849838201 0.6860927152317882 0.6653609591490087 0.7068244713145676 0.5523178807947019 0.4780393383162386 0.6265964232731652
40 0.7509933774834436 0.7110930587247891 0.7908936962420982 0.642384105960265 0.5833359122512352 0.7014322996692948 0.6860927152317882 0.6445763496194504 0.7276090808441259 0.5589403973509934 0.4827670615390167 0.6351137331629702
50 0.7350993377483445 0.69295390045908 0.7772447750376089 0.6622516556291391 0.5985583309216181 0.7259449803366601 0.704635761589404 0.6766953336294981 0.7325761895493099 0.5549668874172184 0.4725970498504046 0.6373367249840323
60 0.7456953642384105 0.7140732810958587 0.7773174473809624 0.6410596026490065 0.5988102307079824 0.6833089745900306 0.7086092715231789 0.6470163071598071 0.7702022358865507 0.570860927152318 0.4850999769897767 0.6566218773148592
70 0.7682119205298014 0.7357683477777063 0.8006554932818964 0.6463576158940398 0.5928421090044056 0.6998731227836741 0.7231788079470199 0.6838876901345925 0.7624699257594474 0.576158940397351 0.49344373512055106 0.658874145674151
80 0.7589403973509933 0.7266322889598663 0.7912485057421202 0.6503311258278146 0.6083420728896759 0.6923201787659533 0.737748344370861 0.7140549088476844 0.7614417798940376 0.5774834437086092 0.49498060131180155 0.6599862861054168
90 0.766887417218543 0.7262249498463345 0.8075498845907516 0.6503311258278146 0.5974753114192453 0.703186940236384 0.7231788079470199 0.6969382612501207 0.7494193546439192 0.5774834437086094 0.4986504575366731 0.6563164298805457
100 0.7735099337748343 0.7245301666566871 0.8224897008929816 0.656953642384106 0.606867098274996 0.7070401864932161 0.7152317880794702 0.6875278136909245 0.7429357624680158 0.5827814569536424 0.4941782241042407 0.671384689803044
110 0.7748344370860928 0.7200233597442158 0.8296455144279697 0.6582781456953641 0.6224308116484122 0.6941254797423161 0.7019867549668873 0.6660172831417212 0.7379562267920535 0.585430463576159 0.5021077298672764 0.6687531972850417
120 0.7642384105960265 0.720660440062617 0.807816381129436 0.6490066225165563 0.6182992765049811 0.6797139685281315 0.695364238410596 0.6504481458071174 0.7402803310140746 0.5801324503311258 0.5007174584692913 0.6595474421929604
130 0.7629139072847682 0.7230685855457183 0.802759229023818 0.6582781456953642 0.6134598031372487 0.7030964882534798 0.7152317880794703 0.6801887243567606 0.75027485180218 0.5894039735099339 0.5044651964345652 0.6743427505853026
140 0.7642384105960265 0.7177391001813458 0.8107377210107072 0.6569536423841059 0.6024635697199358 0.7114437150482761 0.7059602649006622 0.6634006118859347 0.7485199179153897 0.5933774834437087 0.5042068288531792 0.6825481380342381
150 0.7682119205298014 0.7328573567813534 0.8035664842782493 0.6543046357615895 0.6321414562507531 0.6764678152724258 0.7033112582781458 0.6762479248454272 0.7303745917108644 0.5973509933774835 0.5080820249152074 0.6866199618397597
160 0.7708609271523178 0.7485990247497064 0.7931228295549292 0.6688741721854305 0.6381668261738553 0.6995815181970058 0.7125827814569535 0.6913287330650579 0.7338368298488491 0.5933774834437087 0.501303066005618 0.6854519008817993
170 0.7562913907284768 0.7214365632663822 0.7911462181905715 0.6741721854304636 0.6496599264591765 0.6986844444017508 0.7178807947019867 0.700611384357079 0.7351502050468944 0.594701986754967 0.5086857191172681 0.6807182543926659
180 0.7708609271523178 0.7382152118043278 0.8035066425003078 0.6529801324503312 0.6327841712821498 0.6731760936185125 0.7245033112582782 0.6969581002078339 0.7520485223087224 0.6 0.5231103296757615 0.6768896703242384
190 0.7668874172185431 0.7419318626736202 0.7918429717634661 0.6701986754966887 0.639706319382195 0.7006910316111823 0.7192052980132451 0.6893672044342548 0.7490433915922353 0.5920529801324503 0.510190531706689 0.6739154285582116
200 0.7682119205298013 0.737504574518226 0.7989192665413765 0.6688741721854304 0.6305435864146018 0.707204757956259 0.7192052980132451 0.692468040744124 0.7459425552823661 0.5960264900662251 0.508044170492805 0.6840088096396452
210 0.7589403973509934 0.7294720589916729 0.7884087357103139 0.6728476821192053 0.6329473633605508 0.7127480008778598 0.7086092715231789 0.691087739661824 0.7261308033845337 0.5867549668874172 0.5111595858271469 0.6623503479476875
220 0.757615894039735 0.738536608886241 0.776695179193229 0.6754966887417219 0.6485958993223975 0.7023974781610463 0.7112582781456954 0.6939888678007878 0.728527688490603 0.5880794701986756 0.5075947756163214 0.6685641647810298
230 0.7602649006622517 0.7308710714951363 0.7896587298293671 0.6834437086092715 0.6540498794421561 0.7128375377763869 0.7192052980132451 0.7091617543787397 0.7292488416477504 0.5920529801324503 0.5126379882706158 0.6714679719942849
240 0.7695364238410596 0.7316662822370972 0.807406565445022 0.6728476821192053 0.6583384752978764 0.6873568889405343 0.7218543046357615 0.7124886519048139 0.7312199573667091 0.590728476821192 0.510790559592019 0.670666394050365
250 0.7682119205298014 0.7276574545896825 0.8087663864699203 0.6781456953642384 0.6544522598410618 0.701839130887415 0.7258278145695364 0.7199044556887423 0.7317511734503305 0.5960264900662252 0.519222427120906 0.6728305530115444
260 0.7655629139072847 0.7273469190827722 0.8037789087317972 0.6768211920529802 0.6474273628858647 0.7062150212200957 0.7178807947019867 0.7142534929966545 0.7215080964073189 0.5947019867549669 0.5121991443581593 0.6772048291517745
270 0.7682119205298014 0.7232958279263227 0.81312801313328 0.6688741721854304 0.6436563804441592 0.6940919639267017 0.7192052980132451 0.7071748992552418 0.7312356967712483 0.5960264900662252 0.5076710989130707 0.6843818812193797
280 0.7642384105960264 0.7271878126339089 0.8012890085581439 0.6741721854304636 0.6564021087880811 0.6919422620728461 0.7231788079470199 0.7080771466874287 0.7382804692066112 0.5986754966887418 0.5076791309281183 0.6896718624493652
290 0.7655629139072847 0.7332548055161576 0.7978710222984118 0.675496688741722 0.6622516556291392 0.6887417218543047 0.7125827814569536 0.705031950827158 0.7201336120867493 0.5986754966887418 0.5088921465955903 0.6884588467818932
300 0.7682119205298014 0.7405079461412558 0.7959158949183469 0.6768211920529802 0.6578571906446671 0.6957851934612933 0.7192052980132451 0.7039591199559982 0.7344514760704919 0.6000000000000001 0.5130707982881569 0.6869292017118432
